Id,Label,Total characters,Digit percentage,Letter percentage,Uppercase percentage,Total number of sentences,Char frequency - a_x,Char frequency - b_x,Char frequency - c_x,Char frequency - d_x,Char frequency - e_x,Char frequency - f_x,Char frequency - g_x,Char frequency - h_x,Char frequency - i_x,Char frequency - j_x,Char frequency - k_x,Char frequency - l_x,Char frequency - m_x,Char frequency - n_x,Char frequency - o_x,Char frequency - p_x,Char frequency - q_x,Char frequency - r_x,Char frequency - s_x,Char frequency - t_x,Char frequency - u_x,Char frequency - v_x,Char frequency - w_x,Char frequency - x_x,Char frequency - y_x,Char frequency - z_x,Common char bigram 1,Common char bigram 2,Common char bigram 3,Common char bigram 4,Common char bigram 5,Common char bigram 6,Common char bigram 7,Common char bigram 8,Common char bigram 9,Common char bigram 10,Common char bigram 11,Common char bigram 12,Common char bigram 13,Common char bigram 14,Common char bigram 15,Common char bigram 16,Common char bigram 17,Common char bigram 18,Common char bigram 19,Common char bigram 20,Common char bigram 21,Common char bigram 22,Common char bigram 23,Common char bigram 24,Common char bigram 25,Common char bigram 26,Common char bigram 27,Common char bigram 28,Common char bigram 29,Common char bigram 30,Common char bigram 31,Common char bigram 32,Common char bigram 33,Common char bigram 34,Common char bigram 35,Common char bigram 36,Common char bigram 37,Common char bigram 38,Common char bigram 39,Common char bigram 40,Common char trigram 1,Common char trigram 2,Common char trigram 3,Common char trigram 4,Common char trigram 5,Common char trigram 6,Common char trigram 7,Common char trigram 8,Common char trigram 9,Common char trigram 10,Common char trigram 11,Common char trigram 12,Common char trigram 13,Common char trigram 14,Common char trigram 15,Common char trigram 16,Common char trigram 17,Common char trigram 18,Common char trigram 19,Common char trigram 20,Common char trigram 21,Common char trigram 22,Common char trigram 23,Common char trigram 24,Common char trigram 25,Common char trigram 26,Common char trigram 27,Common char trigram 28,Common char trigram 29,Common char trigram 30,Common char trigram 31,Common char trigram 32,Common char trigram 33,Common char trigram 34,Common char trigram 35,Common char trigram 36,Common char trigram 37,Common char trigram 38,Common char trigram 39,Common char trigram 40,Digit frequency - 0,Digit frequency - 1,Digit frequency - 2,Digit frequency - 3,Digit frequency - 4,Digit frequency - 5,Digit frequency - 6,Digit frequency - 7,Digit frequency - 8,Digit frequency - 9,Char frequency - a_y,Char frequency - b_y,Char frequency - c_y,Char frequency - d_y,Char frequency - e_y,Char frequency - f_y,Char frequency - g_y,Char frequency - h_y,Char frequency - i_y,Char frequency - j_y,Char frequency - k_y,Char frequency - l_y,Char frequency - m_y,Char frequency - n_y,Char frequency - o_y,Char frequency - p_y,Char frequency - q_y,Char frequency - r_y,Char frequency - s_y,Char frequency - t_y,Char frequency - u_y,Char frequency - v_y,Char frequency - w_y,Char frequency - x_y,Char frequency - y_y,Char frequency - z_y,Total words,Average words per sentence,Average POS types per sentence,POS to unique words ratio,Total stopwords,Average stopwords per sentence,Most frequent POS unigrams 1,Most frequent POS unigrams 2,Most frequent POS unigrams 3,Most frequent POS unigrams 4,Most frequent POS unigrams 5,Most frequent POS unigrams 6,Most frequent POS unigrams 7,Most frequent POS unigrams 8,Most frequent POS unigrams 9,Most frequent POS unigrams 10,Most frequent POS unigrams 11,Most frequent POS unigrams 12,Most frequent POS unigrams 13,Most frequent POS unigrams 14,Most frequent POS unigrams 15,Most frequent POS unigrams 16,Most frequent POS unigrams 17,Most frequent POS unigrams 18,Most frequent POS unigrams 19,Most frequent POS unigrams 20,Most frequent POS unigrams 21,Most frequent POS unigrams 22,Most frequent POS unigrams 23,Most frequent POS unigrams 24,Most frequent POS unigrams 25,Most frequent POS unigrams 26,Most frequent POS unigrams 27,Most frequent POS unigrams 28,Most frequent POS unigrams 29,Most frequent POS unigrams 30,Most frequent POS unigrams 31,Most frequent POS unigrams 32,Most frequent POS bigrams 1,Most frequent POS bigrams 2,Most frequent POS bigrams 3,Most frequent POS bigrams 4,Most frequent POS bigrams 5,Most frequent POS bigrams 6,Most frequent POS bigrams 7,Most frequent POS bigrams 8,Most frequent POS bigrams 9,Most frequent POS bigrams 10,Most frequent POS bigrams 11,Most frequent POS bigrams 12,Most frequent POS bigrams 13,Most frequent POS bigrams 14,Most frequent POS bigrams 15,Most frequent POS bigrams 16,Most frequent POS trigrams 1,Most frequent POS trigrams 2,Most frequent POS trigrams 3,Most frequent POS trigrams 4,Most frequent POS trigrams 5,Most frequent POS trigrams 6,Most frequent POS trigrams 7,Most frequent POS trigrams 8,Total sentences,Average sentence length
47,Chatgpt,1736,0.0,0.7874423963133641,0.01728110599078341,16,128,19,33,52,172,27,40,57,83,1,13,65,39,85,99,45,0,91,61,140,41,14,21,1,40,0,66,49,46,30,30,30,29,28,27,27,27,26,26,24,24,23,23,23,21,21,20,20,19,19,18,18,17,16,16,16,15,15,15,14,14,14,14,14,13,13,24,20,20,20,19,18,18,18,17,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0,0,0,128,19,33,52,172,27,40,57,83,1,13,65,39,85,99,45,0,91,61,140,41,14,21,1,40,0,338,21.125,21.3125,2.939655172413793,186,11.625,54,35,34,27,26,23,19,18,16,13,13,11,10,8,8,7,5,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,18,17,15,14,12,10,8,7,7,7,7,7,7,6,6,6,11,7,6,6,6,6,5,5,16,107.5625
48,Chatgpt,2155,0.0,0.814385150812065,0.008352668213457077,18,122,23,35,87,218,34,59,94,131,0,6,61,43,141,164,47,8,122,109,132,51,19,20,3,26,0,56,53,46,46,45,43,43,40,40,39,36,36,36,35,33,31,30,29,29,28,26,24,23,20,19,19,19,19,19,18,18,17,17,16,16,16,16,15,15,14,38,33,28,26,22,21,21,20,19,18,18,18,16,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,10,0,0,0,0,0,0,0,0,0,0,122,23,35,87,218,34,59,94,131,0,6,61,43,141,164,47,8,122,109,132,51,19,20,3,26,0,357,19.833333333333332,19.833333333333332,2.975,175,9.722222222222221,64,41,40,36,34,27,20,14,11,11,10,10,8,7,7,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,18,16,13,11,11,8,7,7,7,7,6,6,6,6,16,14,14,7,6,6,4,4,18,118.77777777777777
49,Chatgpt,2062,0.0,0.8205625606207565,0.010184287099903006,16,166,29,56,63,205,55,29,51,112,3,11,84,61,129,156,53,1,113,76,112,28,30,26,3,40,0,71,55,54,40,37,35,29,29,28,28,27,27,27,26,26,25,24,24,23,23,23,23,22,21,21,21,20,19,18,18,18,17,17,17,17,16,15,15,15,15,22,22,21,21,21,20,19,18,17,17,17,17,16,16,16,16,15,14,13,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,9,0,0,0,0,0,0,0,0,0,0,166,29,56,63,205,55,29,51,112,3,11,84,61,129,156,53,1,113,76,112,28,30,26,3,40,0,337,21.0625,21.1875,2.529850746268657,161,10.0625,64,44,39,36,30,22,21,12,11,10,9,8,7,4,4,4,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,19,18,17,13,12,10,9,9,9,8,8,7,7,6,6,6,9,7,6,6,5,5,5,5,16,127.9375
5,Chatgpt,2521,0.0,0.817929393097977,0.006743355811186037,17,168,32,58,92,251,44,60,72,159,3,36,87,59,170,184,42,3,126,97,164,49,22,50,11,21,2,87,57,56,50,48,47,44,42,41,38,36,32,32,32,29,27,27,27,27,26,26,25,22,21,21,21,21,20,20,20,20,19,18,18,18,18,18,17,17,17,31,28,27,24,21,21,20,19,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,168,32,58,92,251,44,60,72,159,3,36,87,59,170,184,42,3,126,97,164,49,22,50,11,21,2,421,24.764705882352942,24.764705882352942,2.5209580838323356,221,13.0,58,54,41,32,28,26,24,23,22,21,16,14,14,9,8,7,7,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,20,14,13,13,13,12,12,12,10,9,9,9,8,7,7,7,12,7,7,7,6,6,5,5,17,147.35294117647058
50,Chatgpt,1972,0.0,0.8184584178498986,0.007099391480730223,14,128,20,48,49,205,41,19,59,116,7,21,61,54,123,152,56,1,112,88,139,32,18,25,6,34,0,67,59,47,44,43,41,36,36,28,26,26,24,24,23,23,21,21,20,20,20,20,19,19,19,19,18,18,17,17,17,17,16,15,15,15,15,15,14,14,14,41,41,20,20,19,18,17,16,15,14,14,14,13,13,13,13,13,12,12,11,11,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,128,20,48,49,205,41,19,59,116,7,21,61,54,123,152,56,1,112,88,139,32,18,25,6,34,0,325,23.214285714285715,23.285714285714285,2.3453237410071943,152,10.857142857142858,68,41,38,29,24,24,21,14,13,13,8,7,6,5,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,28,22,13,11,11,11,11,10,10,8,8,7,7,7,7,7,10,10,10,9,7,7,6,6,14,139.92857142857142
51,Chatgpt,1946,0.0,0.8206577595066804,0.008221993833504625,14,153,19,85,44,201,44,20,57,126,0,3,60,67,137,136,26,1,79,88,139,39,18,31,4,19,1,66,43,40,35,35,34,33,32,32,31,30,30,27,24,23,23,22,22,22,22,21,21,21,21,21,21,20,20,20,20,19,19,18,18,18,17,16,16,15,15,22,21,19,19,18,18,17,16,16,16,16,16,16,15,15,15,14,14,14,14,13,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,153,19,85,44,201,44,20,57,126,0,3,60,67,137,136,26,1,79,88,139,39,18,31,4,19,1,298,21.285714285714285,21.357142857142858,1.9542483660130718,144,10.285714285714286,44,42,40,26,19,17,15,15,15,12,10,10,8,6,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,13,13,12,11,9,9,8,8,7,6,6,5,5,5,5,5,6,5,5,4,4,4,4,3,14,138.07142857142858
52,Chatgpt,2230,0.0,0.8035874439461883,0.014798206278026907,14,148,24,41,57,218,31,55,87,136,4,27,77,27,158,130,35,0,98,98,174,31,28,55,7,44,2,88,65,52,48,44,41,41,37,37,37,36,31,30,30,28,27,27,27,26,25,25,25,24,23,23,22,22,21,20,19,19,18,18,18,18,18,17,17,16,16,45,35,27,27,25,24,22,22,21,19,18,18,18,14,14,14,14,13,13,13,13,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0,0,0,148,24,41,57,218,31,55,87,136,4,27,77,27,158,130,35,0,98,98,174,31,28,55,7,44,2,403,28.785714285714285,28.785714285714285,2.8181818181818183,212,15.142857142857142,42,41,41,38,32,29,28,26,23,22,21,16,10,7,5,5,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,16,15,12,11,11,11,11,10,9,8,8,8,8,7,7,7,9,6,5,5,5,5,4,4,14,158.35714285714286
53,Chatgpt,2205,0.0,0.818140589569161,0.006802721088435374,15,167,17,93,60,195,40,39,58,148,0,24,71,36,166,118,43,1,109,137,146,59,25,20,4,27,1,55,55,54,50,45,44,35,34,34,30,30,29,29,28,28,28,27,24,21,21,21,20,20,20,19,19,19,19,19,19,18,18,18,18,18,17,16,16,15,15,26,26,24,23,22,21,18,16,15,15,14,14,13,13,13,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,167,17,93,60,195,40,39,58,148,0,24,71,36,166,118,43,1,109,137,146,59,25,20,4,27,1,359,23.933333333333334,24.066666666666666,2.0055555555555555,160,10.666666666666666,73,48,34,32,27,24,23,19,14,13,13,7,7,5,4,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,21,19,14,14,14,13,10,9,9,8,8,8,8,8,7,7,8,8,7,5,5,5,5,4,15,146.06666666666666
54,Chatgpt,1678,0.0,0.8271752085816448,0.00834326579261025,13,113,13,65,68,152,24,15,56,114,1,8,83,28,102,81,38,4,81,106,124,52,18,15,3,24,0,47,37,32,30,30,29,28,28,27,27,25,25,24,23,22,20,20,20,19,19,19,19,18,18,17,17,16,15,15,15,15,14,14,14,14,14,14,14,13,13,22,22,21,21,17,15,14,12,12,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,113,13,65,68,152,24,15,56,114,1,8,83,28,102,81,38,4,81,106,124,52,18,15,3,24,0,259,19.923076923076923,19.923076923076923,1.9185185185185185,111,8.538461538461538,36,32,30,28,24,23,15,14,13,9,6,5,5,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,10,9,8,8,7,7,6,6,6,5,5,5,5,4,4,5,5,5,4,4,3,3,3,13,128.15384615384616
55,Chatgpt,1745,0.0,0.8040114613180516,0.008022922636103151,13,137,32,43,33,145,45,14,51,113,16,14,63,29,120,125,37,1,88,85,120,28,21,18,1,24,0,50,43,42,40,36,34,33,32,32,32,30,26,24,22,22,21,21,20,20,18,18,18,16,16,16,16,16,15,14,14,14,14,14,13,13,13,13,13,13,12,28,25,20,19,18,17,13,13,12,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,137,32,43,33,145,45,14,51,113,16,14,63,29,120,125,37,1,88,85,120,28,21,18,1,24,0,305,23.46153846153846,23.615384615384617,2.3435114503816794,161,12.384615384615385,66,37,37,35,19,18,17,15,12,9,6,6,6,5,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,23,20,19,13,12,10,10,8,8,6,6,6,6,5,5,5,11,10,10,9,9,7,5,5,13,133.30769230769232
56,Chatgpt,2346,0.0,0.824381926683717,0.0068201193520886615,15,200,28,60,54,244,29,36,69,145,9,1,83,41,141,139,87,1,122,139,165,49,16,21,14,35,6,70,57,53,49,49,48,44,44,41,37,34,32,32,32,27,27,26,26,25,25,24,22,22,22,22,21,21,21,20,20,20,19,19,19,18,18,18,17,17,17,36,25,21,19,19,19,17,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,10,10,0,0,0,0,0,0,0,0,0,0,200,28,60,54,244,29,36,69,145,9,1,83,41,141,139,87,1,122,139,165,49,16,21,14,35,6,376,25.066666666666666,25.133333333333333,2.513333333333333,183,12.2,52,46,46,31,28,26,26,20,17,15,12,12,11,10,9,6,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,18,17,14,11,10,9,9,8,8,8,8,8,7,7,7,9,8,8,7,6,6,6,6,15,155.46666666666667
57,Chatgpt,1566,0.0,0.8218390804597702,0.007662835249042145,12,107,19,45,55,159,26,22,61,107,1,11,56,33,110,99,36,0,60,88,115,29,19,8,1,20,0,52,42,41,37,35,35,30,27,27,26,26,23,23,21,21,20,19,19,17,17,16,16,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,31,28,18,17,16,15,13,12,12,12,12,11,11,11,11,10,10,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,107,19,45,55,159,26,22,61,107,1,11,56,33,110,99,36,0,60,88,115,29,19,8,1,20,0,252,21.0,21.083333333333332,1.9022556390977443,120,10.0,36,29,28,27,25,23,21,13,12,10,8,5,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,10,10,10,9,8,8,8,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,12,129.58333333333334
58,Chatgpt,2192,0.0,0.8197992700729927,0.010036496350364963,19,123,25,66,40,234,35,35,63,131,3,5,71,46,162,135,49,1,132,112,182,55,36,26,1,28,1,72,48,45,42,40,38,33,32,32,31,31,29,29,29,28,28,28,27,27,25,25,25,24,23,23,22,21,21,21,20,20,19,19,18,18,18,18,18,17,16,33,28,25,23,23,20,17,16,15,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,9,9,0,0,0,0,0,0,0,0,0,0,123,25,66,40,234,35,35,63,131,3,5,71,46,162,135,49,1,132,112,182,55,36,26,1,28,1,348,18.31578947368421,18.31578947368421,1.9550561797752808,166,8.736842105263158,50,40,40,36,31,26,18,18,18,13,11,11,10,8,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,13,13,12,12,10,9,8,8,7,7,7,7,6,6,6,5,5,5,5,5,5,4,19,114.42105263157895
59,Chatgpt,1560,0.0,0.8064102564102564,0.014102564102564103,13,107,18,33,45,209,37,18,58,89,4,3,32,38,90,86,37,1,72,80,101,22,28,18,2,30,0,56,51,42,41,37,33,29,29,28,28,28,25,24,21,21,21,21,19,18,18,17,17,17,17,16,16,15,15,14,14,14,14,13,13,13,12,12,12,12,12,29,25,24,19,17,16,16,16,15,14,14,14,13,12,12,12,12,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,0,0,107,18,33,45,209,37,18,58,89,4,3,32,38,90,86,37,1,72,80,101,22,28,18,2,30,0,276,21.23076923076923,21.23076923076923,2.173228346456693,142,10.923076923076923,39,30,28,27,23,22,20,17,13,10,10,8,7,6,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,11,9,9,8,8,7,7,7,6,6,6,5,5,5,5,8,7,7,4,4,4,4,4,13,119.07692307692308
6,Chatgpt,1697,0.0,0.8226281673541543,0.007071302298173247,12,123,17,73,49,155,39,20,70,93,2,3,55,44,97,113,32,0,73,72,145,43,16,19,3,40,0,64,51,45,40,40,31,29,28,28,27,25,24,23,21,20,19,18,18,18,17,17,17,17,16,16,16,15,14,14,13,13,13,13,13,13,13,12,12,12,12,38,33,28,24,15,15,14,14,12,12,12,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,123,17,73,49,155,39,20,70,93,2,3,55,44,97,113,32,0,73,72,145,43,16,19,3,40,0,280,23.333333333333332,23.333333333333332,2.0437956204379564,135,11.25,49,47,32,24,24,18,16,14,12,11,7,5,5,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,32,20,15,12,11,8,8,7,6,6,5,5,5,5,5,4,14,10,9,7,5,5,5,5,12,140.5
60,Chatgpt,1831,0.0,0.821409066084107,0.007646095030038231,13,114,24,58,34,169,30,29,65,139,0,10,72,35,117,120,38,3,79,133,137,47,15,10,3,20,3,49,48,43,41,39,35,34,31,27,25,23,22,22,21,20,20,19,19,19,18,18,18,17,17,17,17,16,16,16,16,15,15,14,14,14,14,14,13,13,13,32,23,15,14,14,13,13,12,12,12,12,12,12,12,11,11,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,114,24,58,34,169,30,29,65,139,0,10,72,35,117,120,38,3,79,133,137,47,15,10,3,20,3,288,22.153846153846153,22.153846153846153,1.9591836734693877,145,11.153846153846153,48,37,36,36,25,15,13,13,13,10,8,8,7,6,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,14,14,8,8,8,7,7,6,6,5,5,5,5,4,6,6,6,6,5,5,4,4,13,139.92307692307693
61,Chatgpt,1551,0.0,0.8007736943907157,0.01096067053513862,12,108,11,36,32,180,33,27,56,77,2,7,60,28,97,98,32,1,73,79,114,25,16,30,3,17,0,68,52,44,34,30,27,26,26,23,23,22,22,22,21,20,20,20,20,19,18,18,16,16,16,15,15,14,14,13,13,13,13,13,12,12,12,11,11,11,11,25,19,18,18,17,14,14,14,14,13,12,11,11,10,10,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,108,11,36,32,180,33,27,56,77,2,7,60,28,97,98,32,1,73,79,114,25,16,30,3,17,0,284,23.666666666666668,23.583333333333332,2.035971223021583,141,11.75,39,35,29,24,20,20,18,14,14,13,12,9,8,7,5,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,14,13,11,10,8,7,7,6,6,6,6,5,5,5,4,4,6,5,5,4,4,3,3,3,12,128.33333333333334
62,Chatgpt,1918,0.0,0.8143899895724713,0.010427528675703858,16,174,20,59,58,179,32,39,52,103,4,11,85,45,121,103,46,1,95,95,118,34,21,20,8,35,4,70,56,50,38,34,34,33,33,28,28,27,24,24,23,23,23,21,21,21,21,20,19,18,18,18,18,17,17,16,16,16,16,16,16,15,15,14,14,14,14,25,22,20,20,17,16,16,16,16,15,14,14,14,14,14,14,13,12,12,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,174,20,59,58,179,32,39,52,103,4,11,85,45,121,103,46,1,95,95,118,34,21,20,8,35,4,320,20.0,20.0,2.1052631578947367,150,9.375,55,45,41,34,29,24,23,15,12,11,10,7,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,14,12,12,11,11,11,11,9,8,8,7,6,6,6,9,6,6,6,5,5,5,5,16,118.9375
63,Chatgpt,1940,0.002061855670103093,0.8201030927835051,0.007216494845360825,13,126,16,51,70,205,28,38,73,145,0,10,63,32,133,121,39,2,85,99,168,29,16,19,1,20,2,77,56,50,47,45,37,36,34,31,31,30,29,29,27,24,24,22,22,22,21,20,20,20,20,19,19,18,17,16,16,16,16,16,16,15,15,15,15,14,14,44,32,20,20,19,19,18,17,16,14,14,14,14,14,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0,2,0,0,0,1,0,0,1,0,126,16,51,70,205,28,38,73,145,0,10,63,32,133,121,39,2,85,99,168,29,16,19,1,20,2,314,24.153846153846153,24.23076923076923,2.404580152671756,167,12.846153846153847,39,38,35,33,26,22,20,19,16,12,10,9,8,8,6,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,12,12,11,10,10,9,8,8,7,7,7,6,6,6,6,6,5,4,4,4,4,4,4,13,148.30769230769232
64,Chatgpt,1804,0.0,0.799889135254989,0.014412416851441241,14,110,25,44,59,200,43,27,83,140,1,3,74,47,122,88,23,1,74,67,116,38,10,29,4,15,0,65,41,41,38,37,37,32,31,30,30,30,29,28,27,27,23,23,23,22,22,20,20,20,19,19,18,18,17,16,16,16,16,15,14,14,14,14,13,13,13,29,21,19,19,16,16,15,15,15,14,14,14,14,14,13,13,13,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,110,25,44,59,200,43,27,83,140,1,3,74,47,122,88,23,1,74,67,116,38,10,29,4,15,0,330,23.571428571428573,23.571428571428573,2.5984251968503935,196,14.0,64,52,31,23,22,18,16,14,11,10,10,10,8,8,7,5,5,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,22,19,18,12,12,9,9,8,8,8,7,6,5,5,5,5,10,9,8,8,6,6,5,4,14,127.92857142857143
65,Chatgpt,1866,0.0,0.8102893890675241,0.008038585209003215,14,111,23,69,52,214,58,25,66,114,0,6,72,31,100,106,35,0,75,103,120,58,28,25,9,11,1,67,53,42,37,36,35,30,29,28,28,28,26,24,22,21,21,21,21,20,20,20,20,20,19,19,19,19,18,17,17,17,16,16,16,16,16,15,14,14,14,32,19,16,16,15,15,15,14,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,0,0,0,0,0,0,0,0,0,0,111,23,69,52,214,58,25,66,114,0,6,72,31,100,106,35,0,75,103,120,58,28,25,9,11,1,318,22.714285714285715,22.714285714285715,2.287769784172662,154,11.0,38,35,35,32,28,22,22,16,15,14,12,11,11,6,5,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,15,14,12,11,9,9,8,7,7,7,7,6,6,6,5,5,6,6,5,5,4,4,4,4,14,132.35714285714286
66,Chatgpt,1948,0.0,0.8059548254620124,0.012320328542094456,18,105,25,36,66,212,42,27,48,99,0,20,95,49,110,161,40,0,95,106,81,45,20,51,4,33,0,72,50,44,36,33,31,30,29,29,28,28,27,26,25,25,23,23,23,22,22,22,21,20,20,19,19,18,17,17,17,17,17,16,15,15,15,15,15,15,14,28,24,22,22,17,15,15,15,15,14,14,14,13,13,13,12,12,12,12,12,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,105,25,36,66,212,42,27,48,99,0,20,95,49,110,161,40,0,95,106,81,45,20,51,4,33,0,336,18.666666666666668,18.72222222222222,2.2317880794701987,163,9.055555555555555,67,38,35,25,23,22,21,18,17,14,11,11,11,4,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,16,15,14,14,13,12,12,9,9,8,8,8,8,8,7,7,8,7,6,6,6,5,5,5,18,107.27777777777777
67,Chatgpt,2198,0.0,0.8184713375796179,0.005914467697907188,13,130,38,69,84,198,37,28,74,160,0,1,70,51,133,140,45,3,113,122,174,48,17,14,4,44,2,71,54,50,45,42,38,38,37,36,35,34,34,32,31,30,29,29,28,26,26,26,26,24,23,22,21,21,21,20,19,19,19,18,18,18,18,18,17,17,17,36,35,24,23,23,20,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0,0,0,130,38,69,84,198,37,28,74,160,0,1,70,51,133,140,45,3,113,122,174,48,17,14,4,44,2,359,27.615384615384617,28.23076923076923,2.337579617834395,168,12.923076923076923,49,40,37,37,37,35,28,15,14,12,10,8,8,7,5,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,19,19,15,14,13,13,9,9,9,9,8,8,8,7,7,7,8,7,5,5,4,4,4,4,13,168.15384615384616
68,Chatgpt,1753,0.0,0.8237307472903593,0.006274957216200799,11,148,9,106,68,156,25,20,67,109,0,2,63,36,114,96,40,1,92,110,93,39,28,7,3,12,0,53,45,44,38,35,32,29,28,27,25,24,24,24,24,22,21,20,19,19,18,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,15,15,15,14,14,20,19,18,18,18,17,17,17,16,16,16,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,148,9,106,68,156,25,20,67,109,0,2,63,36,114,96,40,1,92,110,93,39,28,7,3,12,0,273,24.818181818181817,25.818181818181817,2.3865546218487395,125,11.363636363636363,61,32,31,28,26,16,15,11,11,10,10,8,6,5,4,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,8,8,8,8,8,8,7,7,6,6,6,10,9,8,8,6,6,6,5,11,158.45454545454547
